StartTime,EndTime,Asset,AcknowledgedBy,AcknowledgedDate,AreValuesCaptured,AutoStopReason,AveragePrice,AverageWindSpeed,CanBeAcknowledged,HasChildren,IsAcknowledged,IsAnnotated,IsLocked,Manufacturer,Path,PowerRated,Price,RevenueDelta,RevenueLoss,Severity,TemplateName,Turbine,WindFarm,WindSpeed
2024-01-09T16:49:55.4164428Z,2024-01-09T17:03:22.9210968Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Gear Box Vibration,23.52915573120117,8.403047828,TRUE,FALSE,FALSE,FALSE,FALSE,ACME,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE07-2024-01-09 08:49:55.416],1500,23.529155731201172,-12.78085532,-3.889931481,Major,Windtopia Auto Stop,GE07,Black Mesa Wind Farm,9.845403671264648
2024-01-09T19:58:17.1499938Z,2024-01-09T20:11:34.8928833Z,server.windtopia.ext_d57f510d-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Generator Vibration,29.29684890937025,6.817416546,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE05-2024-01-09 11:58:17.149],800,29.87644386291504,-1.419206711,-2.165301008,Major,Windtopia Auto Stop,GE05,Black Mesa Wind Farm,7.597873687744141
2024-01-10T04:41:03.1296539Z,2024-01-10T05:56:02.6282196Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Gear Box Vibration,19.751650357333343,9.035465622355744,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE01-2024-01-09 20:41:03.129],1500,22.60041551383964,-11.96879747,-21.17982998,Major,Windtopia Auto Stop,GE01,Big Buffalo Wind Farm,11.012691497802734
2024-01-10T07:45:24.6421661Z,2024-01-10T07:46:18.3546295Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Generator Vibration,33.810018217129176,3.424702818854445,TRUE,FALSE,FALSE,FALSE,FALSE,ACME,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE02-2024-01-09 23:45:24.642],1500,33.810018217129176,0.069274489,-0.005766992,Major,Windtopia Auto Stop,GE02,Big Buffalo Wind Farm,3.4245288372039795
2024-01-10T07:45:09.1561889Z,2024-01-10T07:46:30.3444366Z,server.windtopia.ext_db925a46-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Pitch Motor,26.45918655395508,3.1165890021164815,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE06-2024-01-09 23:45:09.156],1500,26.45918655395508,-0.300061941,-0.008690904,Minor,Windtopia Auto Stop,GE06,Black Mesa Wind Farm,2.733588218688965
2024-01-10T07:50:14.6027069Z,2024-01-10T07:51:35.3090667Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Pitch Motor,33.91164775772095,3.1284221354639827,TRUE,FALSE,FALSE,FALSE,FALSE,ACME,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE02-2024-01-09 23:50:14.602],1500,33.91164775772095,-0.256902054,-0.010521757,Minor,Windtopia Auto Stop,GE02,Big Buffalo Wind Farm,2.5936386585235596
2024-01-10T07:51:46.9802398Z,2024-01-10T07:53:32.934967Z,server.windtopia.ext_db925a46-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Gear Box Vibration,26.559364318847656,3.3854595299263113,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE06-2024-01-09 23:51:46.980],1500,26.559364318847656,-0.106237457,-0.012277574,Major,Windtopia Auto Stop,GE06,Black Mesa Wind Farm,2.849597215652466
2024-01-10T07:56:11.3029479Z,2024-01-10T07:57:55.1688995Z,server.windtopia.ext_db925a46-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Generator Vibration,26.664838790893555,3.317301626601872,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE06-2024-01-09 23:56:11.302],1500,26.664838790893555,-0.106659355,-0.011803175,Major,Windtopia Auto Stop,GE06,Black Mesa Wind Farm,2.7248075008392334
2024-01-10T07:59:44.2955322Z,2024-01-10T08:00:26.3718109Z,server.windtopia.ext_e99069a1-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Generator Vibration,28.475269317626953,2.5036179952761146,TRUE,FALSE,FALSE,FALSE,FALSE,GE,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE08-2024-01-09 23:59:44.295],1500,28.475269317626953,-0.227123699,-0.003384776,Major,Windtopia Auto Stop,GE08,Black Wolf Wind Farm,1.6725929975509644
2024-01-10T08:01:34.2128448Z,2024-01-10T08:02:18.1074981Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Gear Box Vibration,34.01175502268473,3.034810513343288,TRUE,FALSE,FALSE,FALSE,FALSE,ACME,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE02-2024-01-10 00:01:34.212],1500,34.01175502268473,0.13104428922969263,-0.002672398,Major,Windtopia Auto Stop,GE02,Big Buffalo Wind Farm,2.3562047481536865
2024-01-10T08:03:30.9156036Z,2024-01-10T08:04:41.10643Z,server.windtopia.ext_db925a46-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Gear Box Vibration,26.76865577697754,3.6274605062049425,TRUE,FALSE,FALSE,FALSE,FALSE,Truvale,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE06-2024-01-10 00:03:30.915],1500,26.76865577697754,-0.107074623,-0.01312009,Major,Windtopia Auto Stop,GE06,Black Mesa Wind Farm,2.849249839782715
2024-01-10T08:05:18.2224273Z,2024-01-10T08:06:04.2881774Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,Pitch Motor,34.01175502268473,3.212300277330109,TRUE,FALSE,FALSE,FALSE,FALSE,ACME,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Windtopia Auto Stop-GE02-2024-01-10 00:05:18.222],1500,34.01175502268473,-0.096481211,-0.002411837,Minor,Windtopia Auto Stop,GE02,Big Buffalo Wind Farm,2.998985767364502
