Timestamp,Value,SystemStateCode,DigitalStateName
2023-12-01T14:39:00Z,-0.7487800006532106,,
2023-12-01T16:39:00Z,-1.2482153511762684,,
2023-12-01T17:19:00Z,0.06923055361213269,,
2023-12-01T17:29:00Z,-2.3017339733045583,,
2023-12-01T18:59:00Z,0.25384705275945035,,
2023-12-02T00:09:00Z,-1.529582020664149,,
2023-12-02T01:09:00Z,-2.8999461916352094,,
2023-12-02T01:39:00Z,1.2853114207210903,,
2023-12-02T02:29:00Z,-2.192537418696686,,
2023-12-02T03:59:00Z,0.901968593285289,,
2023-12-02T06:49:00Z,0.022811777323871924,,
2023-12-02T08:39:00Z,0.2240852968960401,,
2023-12-02T09:29:00Z,0.32622891638757406,,
2023-12-02T12:09:00Z,-0.44011588639790344,,
2023-12-02T12:29:00Z,-1.7064111748264221,,
2023-12-02T19:09:00Z,-1.645940725569673,,
2023-12-02T19:19:00Z,-3.1767502744318805,,
2023-12-02T19:39:00Z,0.18433347545927906,,
2023-12-02T20:09:00Z,-1.1655602574965738,,
2023-12-02T20:19:00Z,0.9425055857861638,,
2023-12-02T20:39:00Z,-2.999613731525931,,
2023-12-02T22:19:00Z,-0.6420416172821225,,
2023-12-03T01:59:00Z,-1.1729522193422384,,
2023-12-03T04:09:00Z,0.9402968703118032,,
2023-12-03T04:19:00Z,-4.088007207932233,,
2023-12-03T04:39:00Z,0.8902469503341519,,
2023-12-03T05:09:00Z,-1.061608149395114,,
2023-12-03T06:09:00Z,1.4286441889776056,,
2023-12-03T06:39:00Z,-0.19972742937822174,,
2023-12-03T09:19:00Z,0.6462396208318444,,
2023-12-03T09:39:00Z,-0.6176537747352637,,
2023-12-03T09:49:00Z,2.2431616214239227,,
2023-12-03T09:59:00Z,-1.4531193147997203,,
2023-12-03T10:19:00Z,1.947659213580628,,
2023-12-03T10:59:00Z,-2.687169761126723,,
2023-12-03T11:09:00Z,0.702755496807539,,
2023-12-03T17:19:00Z,-1.160322945215186,,
2023-12-03T17:39:00Z,-5.273921170195897,,
2023-12-03T17:49:00Z,-1.6293463299970248,,
2023-12-03T18:19:00Z,-2.2036847371322956,,
2023-12-03T18:59:00Z,-5.280003878710156,,
2023-12-03T19:39:00Z,-0.8385847332117087,,
2023-12-03T20:39:00Z,-2.7971696797710512,,
2023-12-03T21:59:00Z,-1.7590054892460578,,
2023-12-04T01:49:00Z,-0.40286214806238557,,
2023-12-04T03:49:00Z,0.12531655986425289,,
2023-12-04T05:49:00Z,1.2657923495429968,,
2023-12-04T06:29:00Z,-1.4580427263259268,,
2023-12-04T07:29:00Z,-1.8501911489814489,,
2023-12-04T07:59:00Z,0.39279090413733053,,
2023-12-04T10:39:00Z,-0.7628674451794717,,
2023-12-04T13:29:00Z,-2.4978456455788387,,
2023-12-04T13:59:00Z,1.175887676178661,,
2023-12-04T14:59:00Z,-1.4395444863921039,,
2023-12-04T15:39:00Z,-6.0228468592411755,,
2023-12-04T16:49:00Z,-3.872599692956085,,
2023-12-04T17:39:00Z,-2.839403045326943,,
2023-12-04T18:29:00Z,-3.579332369105397,,
2023-12-04T18:39:00Z,-0.41729345547358043,,
2023-12-04T18:59:00Z,-2.6236085134610168,,
2023-12-04T19:49:00Z,-1.6649216009204588,,
2023-12-04T20:09:00Z,-3.3549717038789026,,
2023-12-04T20:39:00Z,0.34043024470742445,,
2023-12-04T23:49:00Z,-0.6085397224087602,,
2023-12-05T00:19:00Z,-3.0686134019630065,,
